"","FOLIO","SEXO","OPC_ED01"
"9955","330104100","M","S054000"
"9956","330104111","M","S464044"
"9957","330104117","H","S054000"
"9958","330104174","M","S054000"
"9959","330104193","H","S464044"
"9960","330104203","M","S464044"
"9961","330104237","H","S473044"
"9962","330104245","H","S054000"
"9963","330104256","M","S557094"
"9964","330104264","M","S054000"
"9965","330104287","M","S054000"
"9966","330104306","M","S054000"
"9967","330104323","H","S463070"
"9968","330104377","H","S575094"
"9969","330104391","H","S054000"
"9970","330104416","H","S054000"
"9971","330104430","M","S054000"
"9972","330104455","M","S805000"
"9973","330104473","M","S054000"
"9974","330104508","H","S054000"
"9975","330104555","M","S054000"
"9976","330104558","H","S054000"
"9977","330104572","M","S054000"
"9978","330104675","M","S054000"
"9979","330104684","H","S054000"
"9980","330104690","H","S464044"
"9981","330104774","M","S463070"
"9982","330104807","H","S054000"
"9983","330104987","M","S054000"
"9984","330105023","H","S150340"
"9985","330105026","H","S473044"
"9986","330105029","H","S805000"
"9987","330105074","H","S557094"
"9988","330105085","M","S805000"
"9989","330105153","M","S054000"
"9990","330105168","M","S464044"
"9991","330105195","H","S054000"
"9992","330105205","M","S463070"
"9993","330105250","M","S557094"
"9994","330105263","M","S473044"
"9995","330105265","M","S473044"
"9996","330105344","M","S054000"
"9997","330105345","M","S054000"
"9998","330105359","H","S054000"
"9999","330105361","M","S805000"
"10000","330105366","H","S473044"
"10001","330105465","H","S464044"
"10002","330105473","H","S464044"
"10003","330105542","M","S464044"
"10004","330105580","H","S054000"
"10005","330105585","M","S557094"
"10006","330105588","M","S473044"
"10007","330105663","M","S054000"
"10008","330105680","H","S464044"
"10009","330105686","H","S054000"
"10010","330105716","M","S054000"
"10011","330105717","M","S473044"
"10012","330105737","M","S054000"
"10013","330105740","M","S557087"
"10014","330105758","H","S805000"
"10015","330105767","M","S805000"
"10016","330105772","M","S805000"
"10017","330105788","H","S557094"
"10018","330105796","M","S054000"
"10019","330105806","H","S557087"
"10020","330105866","M","S805000"
"10021","330105872","M","S054000"
"10022","330105881","H","S054000"
"10023","330105891","M","S054000"
"10024","330105925","M","S464044"
"10025","330105953","M","S473044"
"10026","330105988","H","S054000"
"10027","330105991","H","S054000"
"10028","330106050","M","S054000"
"10029","330106113","M","S557094"
"10030","330106115","H","S054000"
"10031","330106131","M","S805000"
"10032","330106137","H","S150340"
"10033","330106155","M","S054000"
"10034","330106276","H","S054000"
"10035","330106331","H","S054000"
"10036","330106334","H","S054000"
"10037","330106353","H","S054000"
"10038","330106384","M","S473044"
"10039","330106428","M","S054000"
"10040","330106450","M","S054000"
"10041","330106469","H","S557087"
"10042","330106520","H","S054000"
"10043","330106538","M","S473044"
"10044","330106549","M","S464044"
"10045","330106560","H","S054000"
"10046","330106703","H","S463070"
"10047","330106710","M","S054000"
"10048","330106722","H","S054000"
"10049","330106724","M","S805000"
"10050","330106730","M","S054000"
"10051","330106754","H","S464044"
"10052","330106760","M","S054000"
"10053","330106783","H","S054000"
"10054","330106879","H","S805000"
"10055","330106882","H","S473044"
"10056","330106905","H","S054000"
"10057","330106933","M","S846000"
"10058","330106963","M","S464044"
"10059","330106967","M","S464044"
"10060","330106968","M","S054000"
"10061","330106983","H","S473044"
"10062","330107179","M","S054000"
"10063","330107182","H","S054000"
"10064","330107184","H","S054000"
"10065","330107222","M","S557094"
"10066","330107232","H","S464044"
"10067","330107296","M","S805000"
"10068","330107303","M","S464044"
"10069","330107322","M","S464044"
"10070","330107363","M","S054000"
"10071","330107392","M","S464044"
"10072","330107420","M","S464044"
"10073","330107429","H","S464044"
"10074","330107474","H","S054000"
"10075","330107477","H","S054000"
"10076","330107484","H","S150340"
"10077","330107562","M","S805000"
"10078","330107680","H","S054000"
"10079","330107709","M","S054000"
"10080","330107770","H","S054000"
"10081","330107785","H","S054000"
"10082","330107840","H","S464044"
"10083","330107855","H","S054000"
"10084","330107913","H","S054000"
"10085","330107918","M","S805000"
"10086","330107925","M","S054000"
"10087","330107968","M","S054000"
"10088","330107984","M","S464044"
"10089","330108039","M","S054000"
"10090","330108076","M","S054000"
"10091","330108080","H","S054000"
"10092","330108083","H","S054000"
"10093","330108098","M","S054000"
"10094","330108132","M","S054000"
"10095","330108145","M","S557094"
"10096","330108149","H","S054000"
"10097","330108317","H","S054000"
"10098","330108322","H","S054000"
"10099","330108333","H","S054000"
"10100","330108347","H","S464044"
"10101","330108367","M","S054000"
"10102","330108371","M","S054000"
"10103","330108377","H","S054000"
"10104","330108379","M","S054000"
"10105","330108383","H","S054000"
"10106","330108384","H","S054000"
"10107","330108393","H","S464044"
"10108","330108396","H","S150340"
"10109","330108419","M","S805000"
"10110","330108420","M","S464044"
"10111","330108431","H","S150340"
"10112","330108451","H","S054000"
"10113","330108464","H","S054000"
"10114","330108477","M","S054000"
"10115","330108494","H","S054000"
"10116","330108532","M","S805000"
"10117","330108581","M","S464044"
"10118","330108623","M","S463070"
"10119","330108664","M","S473044"
"10120","330108666","M","S054000"
"10121","330108677","M","S054000"
"10122","330108693","M","S054000"
"10123","330108695","M","S054000"
"10124","330108711","H","S054000"
"10125","330108718","H","S150340"
"10126","330108725","H","S054000"
"10127","330108732","M","S054000"
"10128","330200047","M","S464044"
"10129","330200177","H","S054000"
"10130","330200221","H","S054000"
"10131","330200251","M","S054000"
"10132","330200299","H","S054000"
"10133","330200317","M","S473044"
"10134","330200355","M","S054000"
"10135","330200361","H","S464044"
"10136","330200379","H","S557094"
"10137","330200383","M","S464044"
"10138","330200440","M","S464044"
"10139","330200444","H","S473044"
"10140","330200450","H","S054000"
"10141","330200484","M","S464044"
"10142","330200544","M","S054000"
"10143","330200561","M","S805000"
"10144","330200663","H","S054000"
"10145","330200682","M","S463070"
"10146","330200685","M","S054000"
"10147","330200709","M","S805000"
"10148","330200726","M","S557094"
"10149","330200739","H","S054000"
"10150","330200752","M","S054000"
"10151","330200776","H","S054000"
"10152","330200929","M","S464044"
"10153","330200937","H","S805000"
"10154","330201036","H","S805000"
"10155","330201058","H","S054000"
"10156","330201110","M","S473044"
"10157","330201118","H","S463070"
"10158","330201148","H","S805000"
"10159","330201180","M","S464044"
"10160","330201227","M","S464044"
"10161","330201257","M","S054000"
"10162","330201288","H","S054000"
"10163","330201367","H","S054000"
"10164","330201420","M","S054000"
"10165","330201449","M","S054000"
"10166","330201519","H","S464044"
"10167","330201560","M","S464044"
"10168","330201669","H","S473044"
"10169","330201682","H","S473044"
"10170","330201723","H","S054000"
"10171","330201742","M","S054000"
"10172","330201889","M","S805000"
"10173","330201911","M","S054000"
"10174","330201965","M","S464044"
"10175","330202198","M","S054000"
"10176","330202252","M","S464044"
"10177","330202289","M","S464044"
"10178","330202300","M","S054000"
"10179","330202348","M","S473044"
"10180","330202384","M","S473044"
"10181","330202497","H","S054000"
"10182","330202539","H","S054000"
"10183","330202590","H","S805000"
"10184","330202592","M","S805000"
"10185","330202607","H","S054000"
"10186","330202620","H","S054000"
"10187","330202630","H","S054000"
"10188","330202645","M","S464044"
"10189","330202659","M","S805000"
"10190","330202662","H","S054000"
"10191","330202675","M","S557087"
"10192","330202680","M","S464044"
"10193","330202697","M","S464044"
"10194","330202741","M","S054000"
"10195","330202753","H","S054000"
"10196","330203100","M","S054000"
"10197","330203203","H","S557094"
"10198","330203238","M","S054000"
"10199","330203251","H","S463070"
"10200","330203426","M","S054000"
"10201","330203469","M","S464044"
"10202","330203489","H","S054000"
"10203","330203534","M","S463070"
"10204","330203551","M","S054000"
"10205","330203567","M","S464044"
"10206","330203599","M","S464044"
"10207","330203660","H","S150340"
"10208","330203688","M","S054000"
"10209","330203838","M","S557087"
"10210","330203867","M","S054000"
"10211","330203902","M","S054000"
"10212","330203942","M","S805000"
"10213","330203949","M","S464044"
"10214","330203995","H","S054000"
"10215","330204013","M","S054000"
"10216","330204061","H","S054000"
"10217","330204067","H","S464044"
"10218","330204167","M","S805000"
"10219","330204501","M","S464044"
"10220","330204561","M","S464044"
"10221","330204658","H","S805000"
"10222","330204708","M","S054000"
"10223","330204735","H","S054000"
"10224","330204777","H","S557094"
"10225","330204854","M","S054000"
"10226","330204890","M","S464044"
"10227","330204908","M","S557087"
"10228","330204915","M","S458044"
"10229","330204929","H","S054000"
"10230","330204935","M","S473044"
"10231","330204972","H","S463070"
"10232","330204979","H","S473044"
"10233","330205292","M","S464044"
"10234","330205299","H","S805000"
"10235","330205308","H","S054000"
"10236","330205342","H","S557094"
"10237","330205347","M","S464044"
"10238","330205355","H","S054000"
"10239","330205385","M","S464044"
"10240","330205466","M","S054000"
"10241","330205521","M","S473044"
"10242","330205551","H","S054000"
"10243","330205561","M","S464044"
"10244","330205643","M","S464044"
"10245","330205697","H","S054000"
"10246","330205753","H","S054000"
"10247","330205777","M","S464044"
"10248","330205848","M","S557087"
"10249","330205861","H","S054000"
"10250","330205867","M","S464044"
"10251","330205896","H","S054000"
"10252","330205954","H","S054000"
"10253","330205967","M","S557087"
"10254","330205973","M","S054000"
"10255","330206132","M","S054000"
"10256","330206161","M","S473044"
"10257","330206211","H","S054000"
"10258","330206347","H","S557094"
"10259","330206386","H","S557087"
"10260","330206414","M","S464044"
"10261","330206418","H","S805000"
"10262","330206421","M","S054000"
"10263","330206493","H","S054000"
"10264","330206497","M","S054000"
"10265","330206532","M","S473044"
"10266","330206567","M","S054000"
"10267","330206581","H","S557094"
"10268","330206590","M","S054000"
"10269","330206596","M","S805000"
"10270","330206604","M","S805000"
"10271","330206609","M","S464044"
"10272","330206632","M","S054000"
"10273","330206673","M","S805000"
"10274","330206910","M","S054000"
"10275","330206945","M","S805000"
"10276","330206991","M","S054000"
"10277","330207094","M","S464044"
"10278","330207101","H","S054000"
"10279","330207134","H","S805000"
"10280","330207158","H","S805000"
"10281","330207231","M","S054000"
"10282","330207241","H","S473044"
"10283","330207242","M","S464044"
"10284","330207526","M","S464044"
"10285","330207540","M","S054000"
"10286","330207580","M","S473044"
"10287","330207593","H","S150340"
"10288","330207600","M","S054000"
"10289","330207614","H","S054000"
"10290","330207628","H","S054000"
"10291","330207643","H","S054000"
"10292","330207692","H","S054000"
"10293","330207740","M","S054000"
"10294","330207754","H","S054000"
"10295","330207768","H","S054000"
"10296","330207787","M","S805000"
"10297","330207789","M","S464044"
"10298","330207794","M","S464044"
"10299","330207801","M","S464044"
"10300","330207805","M","S054000"
"10301","330207816","H","S054000"
"10302","330207821","M","S805000"
"10303","330207893","M","S054000"
"10304","330207966","M","S464044"
"10305","330207975","M","S464044"
"10306","330207977","M","S805000"
"10307","330208008","H","S464044"
"10308","330208017","M","S054000"
"10309","330208019","M","S054000"
"10310","330208035","M","S557087"
"10311","330208077","M","S054000"
"10312","330208159","M","S054000"
"10313","330208170","M","S464044"
"10314","330208190","M","S805000"
"10315","330208194","M","S054000"
"10316","330208276","H","S463070"
"10317","330208282","H","S054000"
"10318","330208510","M","S054000"
"10319","330208551","M","S054000"
"10320","330208573","H","S054000"
"10321","330208636","M","S557094"
"10322","330208727","M","S557087"
"10323","330208743","M","S805000"
"10324","330208746","M","S805000"
"10325","330208752","H","S557094"
"10326","330208758","M","S464044"
"10327","330208782","M","S464044"
"10328","330208787","H","S054000"
"10329","330208792","M","S805000"
"10330","330208798","M","S054000"
"10331","330208802","H","S464044"
"10332","330300003","M","S473044"
"10333","330300009","H","S805000"
"10334","330300049","M","S464044"
"10335","330300088","H","S805000"
"10336","330300109","M","S464044"
"10337","330300115","M","S464044"
"10338","330300129","H","S557094"
"10339","330300150","M","S054000"
"10340","330300198","M","S557094"
"10341","330300278","M","S464044"
"10342","330300287","M","S464044"
"10343","330300330","H","S054000"
"10344","330300332","H","S054000"
"10345","330300341","H","S054000"
"10346","330300364","M","S054000"
"10347","330300368","M","S464044"
"10348","330300405","H","S054000"
"10349","330300417","M","S054000"
"10350","330300434","M","S557094"
"10351","330300442","M","S054000"
"10352","330300485","H","S054000"
"10353","330300526","M","S805000"
"10354","330300581","M","S464044"
"10355","330300591","H","S557087"
"10356","330300788","M","S805000"
"10357","330300794","M","S054000"
"10358","330300802","M","S464044"
"10359","330300809","M","S054000"
"10360","330300834","H","S805000"
"10361","330300870","M","S473044"
"10362","330300903","M","S054000"
"10363","330300908","M","S805000"
"10364","330300952","H","S054000"
"10365","330300997","M","S805000"
"10366","330301122","M","S054000"
"10367","330301189","M","S464044"
"10368","330301220","M","S054000"
"10369","330301222","M","S805000"
"10370","330301225","M","S054000"
"10371","330301229","H","S054000"
"10372","330301250","M","S054000"
"10373","330301261","M","S054000"
"10374","330301344","M","S054000"
"10375","330301349","M","S805000"
"10376","330301369","M","S054000"
"10377","330301371","H","S150340"
"10378","330301416","H","S054000"
"10379","330301424","M","S805000"
"10380","330301429","M","S557094"
"10381","330301518","H","S054000"
"10382","330301614","M","S805000"
"10383","330301663","M","S464044"
"10384","330301716","M","S473044"
"10385","330301731","M","S557094"
"10386","330301734","M","S805000"
"10387","330301744","M","S464044"
"10388","330301749","M","S054000"
"10389","330301757","M","S464044"
"10390","330301765","M","S805000"
"10391","330301790","M","S054000"
"10392","330301869","H","S054000"
"10393","330301892","M","S464044"
"10394","330301934","H","S557094"
"10395","330301988","M","S464044"
"10396","330302009","M","S464044"
"10397","330302013","H","S054000"
"10398","330302108","M","S464044"
"10399","330302109","M","S473044"
"10400","330302136","H","S054000"
"10401","330302143","M","S054000"
"10402","330302205","H","S473044"
"10403","330302207","H","S473044"
"10404","330302336","M","S054000"
"10405","330302378","H","S054000"
"10406","330302394","M","S054000"
"10407","330302405","H","S054000"
"10408","330302496","M","S473044"
"10409","330302509","M","S473044"
"10410","330302530","H","S464044"
"10411","330302628","H","S054000"
"10412","330302647","M","S805000"
"10413","330302663","H","S054000"
"10414","330302673","H","S054000"
"10415","330302674","M","S054000"
"10416","330302678","M","S464044"
"10417","330302683","H","S054000"
"10418","330302695","H","S464044"
"10419","330302716","H","S054000"
"10420","330302752","H","S054000"
"10421","330302760","M","S054000"
"10422","330302761","H","S150340"
"10423","330302785","M","S054000"
"10424","330302843","M","S464044"
"10425","330302844","H","S555092"
"10426","330302869","H","S473044"
"10427","330302924","H","S555092"
"10428","330302933","H","S805000"
"10429","330302957","M","S464044"
"10430","330302987","H","S054000"
"10431","330302992","M","S464044"
"10432","330303074","M","S464044"
"10433","330303140","H","S054000"
"10434","330303154","M","S054000"
"10435","330303162","M","S054000"
"10436","330303166","H","S557094"
"10437","330303185","H","S054000"
"10438","330303212","H","S054000"
"10439","330303222","H","S557094"
"10440","330303275","H","S054000"
"10441","330303303","M","S054000"
"10442","330303311","M","S557087"
"10443","330303359","H","S054000"
"10444","330303364","M","S805000"
"10445","330303403","M","S054000"
"10446","330303463","H","S557094"
"10447","330303468","H","S464044"
"10448","330303511","M","S473044"
"10449","330303529","H","S557087"
"10450","330303611","H","S054000"
"10451","330303613","H","S054000"
"10452","330303662","M","S557094"
"10453","330303675","H","S054000"
"10454","330303713","H","S054000"
"10455","330303752","M","S473044"
"10456","330303809","M","S464044"
"10457","330303828","M","S054000"
"10458","330303843","H","S805000"
"10459","330303864","H","S557087"
"10460","330303883","H","S557094"
"10461","330303916","H","S054000"
"10462","330303923","M","S054000"
"10463","330303946","H","S150340"
"10464","330303955","M","S557094"
"10465","330303999","M","S464044"
"10466","330304014","M","S054000"
"10467","330304030","M","S054000"
"10468","330304046","M","S557094"
"10469","330304051","M","S557087"
"10470","330304069","H","S805000"
"10471","330304153","M","S054000"
"10472","330304169","M","S054000"
"10473","330304191","M","S557094"
"10474","330304220","M","S464044"
"10475","330304228","M","S464044"
"10476","330304286","H","S805000"
"10477","330304317","M","S805000"
"10478","330304333","M","S054000"
"10479","330304355","M","S463070"
"10480","330304398","M","S054000"
"10481","330304401","M","S054000"
"10482","330304435","H","S464044"
"10483","330304510","M","S473044"
"10484","330304515","M","S054000"
"10485","330304523","M","S805000"
"10486","330304528","M","S805000"
"10487","330304553","M","S473044"
"10488","330304554","M","S473044"
"10489","330304579","M","S054000"
"10490","330304584","H","S557094"
"10491","330304593","H","S555092"
"10492","330304600","M","S054000"
"10493","330304609","H","S557094"
"10494","330304641","M","S464044"
"10495","330304700","H","S054000"
"10496","330304720","M","S054000"
"10497","330304733","M","S054000"
"10498","330304738","H","S054000"
"10499","330304742","M","S464044"
"10500","330304750","H","S473044"
"10501","330304785","H","S054000"
"10502","330304948","H","S054000"
"10503","330304958","M","S054000"
"10504","330304990","H","S464044"
"10505","330305002","H","S054000"
"10506","330305020","M","S054000"
"10507","330305037","M","S054000"
"10508","330305042","M","S464044"
"10509","330305073","H","S054000"
"10510","330305077","M","S054000"
"10511","330305087","H","S557087"
"10512","330305091","M","S054000"
"10513","330305133","H","S464044"
"10514","330305167","H","S054000"
"10515","330305197","H","S557087"
"10516","330305221","H","S054000"
"10517","330305243","M","S054000"
"10518","330305312","M","S473044"
"10519","330305377","H","S464044"
"10520","330305403","H","S464044"
"10521","330305414","M","S464044"
"10522","330305461","M","S473044"
"10523","330305535","H","S463070"
"10524","330305553","M","S054000"
"10525","330305579","H","S805000"
"10526","330305638","M","S805000"
"10527","330305644","H","S150340"
"10528","330305655","M","S054000"
"10529","330305695","M","S054000"
"10530","330305779","M","S464044"
"10531","330305792","M","S054000"
"10532","330305826","M","S054000"
"10533","330305855","M","S054000"
"10534","330305871","M","S464044"
"10535","330305875","H","S473044"
"10536","330305898","M","S054000"
"10537","330305913","M","S557094"
"10538","330305935","M","S557087"
"10539","330306034","M","S054000"
"10540","330306061","M","S473044"
"10541","330306068","M","S805000"
"10542","330306143","M","S805000"
"10543","330306144","M","S464044"
"10544","330306156","H","S805000"
"10545","330306158","M","S054000"
"10546","330306183","H","S464044"
"10547","330306196","M","S054000"
"10548","330306235","M","S805000"
"10549","330306279","M","S473044"
"10550","330306309","H","S805000"
"10551","330306361","M","S054000"
"10552","330306455","M","S464044"
"10553","330306462","H","S054000"
"10554","330306551","M","S054000"
"10555","330306556","H","S557087"
"10556","330306559","M","S473044"
"10557","330306563","M","S054000"
"10558","330306677","H","S054000"
"10559","330306699","M","S054000"
"10560","330306776","H","S463070"
"10561","330306782","M","S557094"
"10562","330306799","M","S557087"
"10563","330306819","M","S464044"
"10564","330306827","M","S054000"
"10565","330306847","M","S464044"
"10566","330306873","M","S054000"
"10567","330306877","M","S054000"
"10568","330306881","M","S805000"
"10569","330306913","M","S054000"
"10570","330306930","M","S464044"
"10571","330306958","H","S054000"
"10572","330306966","M","S473044"
"10573","330307016","M","S054000"
"10574","330307029","M","S464044"
"10575","330307091","M","S473044"
"10576","330307093","M","S464044"
"10577","330307110","H","S054000"
"10578","330307202","M","S054000"
"10579","330307279","H","S805000"
"10580","330307329","M","S805000"
"10581","330307349","M","S805000"
"10582","330307353","M","S463070"
"10583","330307376","H","S805000"
"10584","330307446","M","S054000"
"10585","330307454","H","S054000"
"10586","330307544","H","S557094"
"10587","330307560","H","S054000"
"10588","330307572","M","S805000"
"10589","330307620","H","S805000"
"10590","330307706","H","S464044"
"10591","330307763","H","S464044"
"10592","330307874","M","S805000"
"10593","330307897","H","S054000"
"10594","330307936","M","S054000"
"10595","330307939","M","S805000"
"10596","330307956","H","S464044"
"10597","330307965","H","S464044"
"10598","330308043","M","S054000"
"10599","330308085","H","S054000"
"10600","330308100","H","S054000"
"10601","330308111","H","S054000"
"10602","330308173","M","S054000"
"10603","330308208","H","S054000"
"10604","330308225","M","S054000"
"10605","330308239","M","S054000"
"10606","330308253","M","S054000"
"10607","330308263","M","S557094"
"10608","330308279","M","S805000"
"10609","330308281","H","S805000"
"10610","330308299","M","S054000"
"10611","330308308","M","S054000"
"10612","330308458","H","S054000"
"10613","330308470","M","S054000"
"10614","330308471","M","S054000"
"10615","330308480","M","S805000"
"10616","330308491","M","S054000"
"10617","330308499","M","S473044"
"10618","330308504","H","S054000"
"10619","330308535","M","S054000"
"10620","330308549","H","S054000"
"10621","330308617","H","S464044"
"10622","330308624","H","S054000"
"10623","330308641","M","S473044"
"10624","330308686","H","S473044"
"10625","330308707","M","S054000"
"10626","330308721","M","S054000"
"10627","330308747","M","S054000"
"10628","330400008","H","S054000"
"10629","330400120","H","S557087"
"10630","330400199","H","S464044"
"10631","330400252","H","S054000"
"10632","330400310","H","S464044"
"10633","330400356","H","S054000"
"10634","330400509","H","S054000"
"10635","330400522","M","S557087"
"10636","330400528","M","S473044"
"10637","330400558","M","S464044"
"10638","330400564","M","S464044"
"10639","330400567","H","S054000"
"10640","330400571","M","S473044"
"10641","330400584","M","S054000"
"10642","330400681","M","S473044"
"10643","330400715","M","S805000"
"10644","330400727","H","S150340"
"10645","330400730","M","S464044"
"10646","330400785","M","S464044"
"10647","330400793","H","S557094"
"10648","330400797","H","S054000"
"10649","330400960","H","S464044"
"10650","330400985","M","S473044"
"10651","330401003","H","S557094"
"10652","330401035","M","S463070"
"10653","330401039","H","S054000"
"10654","330401066","H","S805000"
"10655","330401074","H","S054000"
"10656","330401079","M","S054000"
"10657","330401153","M","S054000"
"10658","330401187","M","S054000"
"10659","330401231","M","S054000"
"10660","330401238","H","S557094"
"10661","330401270","H","S557087"
"10662","330401278","M","S557094"
"10663","330401290","H","S054000"
"10664","330401308","M","S464044"
"10665","330401332","H","S463070"
"10666","330401433","H","S805000"
"10667","330401472","M","S464044"
"10668","330401479","H","S557094"
"10669","330401515","M","S054000"
"10670","330401523","M","S054000"
"10671","330401527","M","S054000"
"10672","330401535","M","S805000"
"10673","330401564","M","S473044"
"10674","330401692","H","S054000"
"10675","330401751","M","S054000"
"10676","330401774","M","S805000"
"10677","330401782","H","S054000"
"10678","330401839","M","S805000"
"10679","330401862","M","S054000"
"10680","330401881","M","S464044"
"10681","330401904","H","S473044"
"10682","330401920","H","S473044"
"10683","330401932","H","S054000"
"10684","330401943","M","S054000"
"10685","330401961","M","S463070"
"10686","330401984","M","S054000"
"10687","330402078","M","S464044"
"10688","330402085","M","S805000"
"10689","330402113","M","S464044"
"10690","330402167","M","S805000"
"10691","330402170","M","S464044"
"10692","330402179","M","S464044"
"10693","330402232","M","S464044"
"10694","330402248","H","S805000"
"10695","330402253","M","S054000"
"10696","330402267","H","S557087"
"10697","330402271","H","S557087"
"10698","330402303","M","S054000"
"10699","330402362","M","S054000"
"10700","330402364","M","S557094"
"10701","330402424","H","S054000"
"10702","330402556","M","S054000"
"10703","330402581","H","S464044"
"10704","330402613","H","S054000"
"10705","330402639","M","S054000"
"10706","330402947","H","S463070"
"10707","330403129","M","S054000"
"10708","330403190","H","S054000"
"10709","330403231","M","S805000"
"10710","330403300","M","S805000"
"10711","330403378","M","S464044"
"10712","330403481","M","S054000"
"10713","330403490","H","S557094"
"10714","330403563","H","S464044"
"10715","330403595","M","S054000"
"10716","330403615","M","S557087"
"10717","330403642","M","S473044"
"10718","330403681","M","S054000"
"10719","330403729","M","S054000"
"10720","330403787","M","S054000"
"10721","330403945","H","S054000"
"10722","330403983","H","S054000"
"10723","330404133","H","S054000"
"10724","330404209","M","S805000"
"10725","330404255","M","S464044"
"10726","330404297","H","S464044"
"10727","330404412","H","S054000"
"10728","330404530","M","S054000"
"10729","330404632","M","S464044"
"10730","330404661","M","S846000"
"10731","330404790","M","S464044"
"10732","330404804","M","S054000"
"10733","330404856","M","S557094"
"10734","330405142","M","S054000"
"10735","330405362","M","S473044"
"10736","330405434","M","S054000"
"10737","330405468","H","S054000"
"10738","330405501","H","S054000"
"10739","330405508","H","S555092"
"10740","330405512","M","S805000"
"10741","330405534","M","S805000"
"10742","330405541","M","S054000"
"10743","330405645","M","S054000"
"10744","330405694","M","S054000"
"10745","330405704","M","S473044"
"10746","330405932","H","S557094"
"10747","330405948","H","S464044"
"10748","330405978","M","S464044"
"10749","330405987","M","S054000"
"10750","330406013","M","S464044"
"10751","330406038","M","S464044"
"10752","330406047","H","S463070"
"10753","330406262","M","S557094"
"10754","330406308","M","S464044"
"10755","330406343","H","S463070"
"10756","330406373","M","S464044"
"10757","330406423","H","S054000"
"10758","330406433","H","S054000"
"10759","330406459","M","S464044"
"10760","330406545","M","S473044"
"10761","330406550","M","S557087"
"10762","330406561","H","S054000"
"10763","330406612","H","S054000"
"10764","330406636","M","S054000"
"10765","330406660","H","S805000"
"10766","330406868","M","S557094"
"10767","330406923","M","S557094"
"10768","330406926","M","S473044"
"10769","330406944","M","S464044"
"10770","330406952","M","S464044"
"10771","330406973","M","S054000"
"10772","330406997","H","S557094"
"10773","330407004","M","S054000"
"10774","330407013","M","S555092"
"10775","330407045","M","S557094"
"10776","330407082","H","S054000"
"10777","330407098","H","S464044"
"10778","330407125","H","S464044"
"10779","330407133","M","S054000"
"10780","330407144","H","S805000"
"10781","330407160","M","S054000"
"10782","330407191","H","S054000"
"10783","330407211","M","S054000"
"10784","330407212","M","S464044"
"10785","330407216","M","S054000"
"10786","330407224","M","S150340"
"10787","330407225","M","S464044"
"10788","330407226","H","S805000"
"10789","330407230","M","S464044"
"10790","330407246","M","S054000"
"10791","330407270","H","S464044"
"10792","330407356","H","S054000"
"10793","330407417","M","S464044"
"10794","330407423","M","S557087"
"10795","330407463","H","S464044"
"10796","330407550","H","S054000"
"10797","330407638","H","S150340"
"10798","330407658","M","S054000"
"10799","330407664","M","S054000"
"10800","330407690","M","S054000"
"10801","330407695","M","S054000"
"10802","330407699","H","S473044"
"10803","330407707","H","S054000"
"10804","330407713","M","S805000"
"10805","330407731","M","S464044"
"10806","330407814","H","S464044"
"10807","330407822","M","S054000"
"10808","330407828","H","S054000"
"10809","330407867","M","S464044"
"10810","330407870","M","S054000"
"10811","330407896","M","S054000"
"10812","330407898","M","S805000"
"10813","330407951","H","S054000"
"10814","330407976","M","S054000"
"10815","330407992","M","S473044"
"10816","330408025","H","S846000"
"10817","330408027","M","S557087"
"10818","330408105","H","S557087"
"10819","330408171","M","S054000"
"10820","330408196","M","S464044"
"10821","330408222","M","S464044"
"10822","330408277","H","S054000"
"10823","330408288","H","S054000"
"10824","330408291","M","S473044"
"10825","330408294","H","S473044"
"10826","330408314","H","S557087"
"10827","330408483","H","S054000"
"10828","330408507","M","S054000"
"10829","330408593","M","S805000"
"10830","330408603","H","S150340"
"10831","330408637","M","S464044"
"10832","330408690","M","S054000"
"10833","330408729","M","S464044"
"10834","330408745","M","S054000"
"10835","330408751","M","S054000"
"10836","330408754","M","S054000"
"10837","330408755","M","S464044"
"10838","330408781","M","S054000"
"10839","330500035","H","S054000"
"10840","330500056","H","S054000"
"10841","330500105","H","S054000"
"10842","330500222","M","S054000"
"10843","330500258","M","S054000"
"10844","330500292","M","S464044"
"10845","330500301","M","S464044"
"10846","330500318","H","S557087"
"10847","330500344","M","S473044"
"10848","330500412","M","S805000"
"10849","330500413","H","S464044"
"10850","330500491","H","S054000"
"10851","330500566","H","S054000"
"10852","330500577","M","S054000"
"10853","330500592","M","S054000"
"10854","330500622","M","S464044"
"10855","330500635","M","S473044"
"10856","330500639","M","S054000"
"10857","330500674","M","S054000"
"10858","330500697","H","S557094"
"10859","330500700","M","S054000"
"10860","330500814","M","S054000"
"10861","330500918","M","S054000"
"10862","330500941","M","S054000"
"10863","330500956","M","S805000"
"10864","330500975","H","S464044"
"10865","330501030","M","S464044"
"10866","330501043","H","S054000"
"10867","330501051","H","S054000"
"10868","330501075","M","S805000"
"10869","330501091","H","S805000"
"10870","330501095","H","S054000"
"10871","330501313","H","S557094"
"10872","330501334","M","S054000"
"10873","330501343","M","S054000"
"10874","330501357","M","S473044"
"10875","330501393","H","S054000"
"10876","330501438","H","S054000"
"10877","330501450","M","S054000"
"10878","330501483","M","S054000"
"10879","330501517","M","S054000"
"10880","330501534","M","S054000"
"10881","330501563","M","S464044"
"10882","330501598","M","S054000"
"10883","330501673","H","S054000"
"10884","330501719","M","S054000"
"10885","330501819","M","S473044"
